(0,0)
(0,0)
(0,0)
(0,0)
(-0.707462,-0.0315986)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(3.18107,-27.264)
(0,0)
(-225.678,-361.587)
(0,0)
(-15.812,-1.01654)
(0,0)
(59.3686,-22.8131)
(0,0)
(0,0)
(0,0)
(-11.651,60.4023)
(-2.93851,-1.51404)
(7.5536,2.7818)
(0,0)
(1.28791,-0.350966)
(0,0)
(81.6135,40.1105)
(3.01389,0.380807)
(-89.2994,8.27978)
(0,0)
(-28.2419,54.6038)
(1.01764,0.128579)




(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.54328,-0.454255)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(3.18107,-27.264)
(0,0)
(-225.678,-361.587)
(0,0)
(-7.4147,-6.25757)
(0,0)
(59.4597,-22.9349)
(0,0)
(0,0)
(3.19001,0.866598)
(-12.089,60.2322)
(0,0)
(7.45071,3.04666)
(0,0)
(0.713275,1.12833)
(-3.01389,-0.380807)
(81.6135,40.1105)
(0,0)
(-90.2004,7.92627)
(1.01764,0.128579)
(-30.2823,53.4992)




(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-6.6597,-2.57851)
(0,0)
(0,0)
(0,0)
(-106.67,-149.166)
(0,0)
(28.6894,-32.8983)
(0,0)
(-30.5585,18.9691)
(0,0)
(-88.4475,-125.417)
(0,0)
(-12.2372,8.29937)
(0,0)
(19.0121,7.3988)
(0,0)
(8.67109,-23.123)
(0,0)
(21.0893,-55.3211)
(0,0)
(-170.538,-21.5475)
(0,0)
(30.529,60.4738)
(0,0)
(-12.9671,-7.47817)
(0,0)




(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-6.65398,-2.59322)
(0,0)
(0,0)
(0,0)
(-106.187,-148.805)
(0,0)
(24.0027,-40.4076)
(0,0)
(-29.7169,18.7111)
(0,0)
(-88.6787,-125.162)
(0,0)
(-5.10699,2.11036)
(0,0)
(19.0212,7.37534)
(0,0)
(9.21168,-22.913)
(0,0)
(21.785,-55.0509)
(0,0)
(-170.538,-21.5475)
(0,0)
(30.5313,61.3884)
(0,0)
(-13.3507,-6.76963)




(-0.707462,0.0315986)
(0,0)
(0,0)
(0,0)
(-2.57456e-31,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-16.0622,21.4695)
(0,0)
(-32.2442,23.3942)
(0,0)
(-45.612,-31.1221)
(0,0)
(5.9776,4.15169)
(0,0)
(55.8021,108.431)
(0,0)
(-3.6349,-2.87129)
(0,0)
(8.97038,-23.1916)
(0,0)
(16.4866,-38.9807)
