(-0.534649,-0.0643433)
(3.85496,-1.88388)
(0.347702,0.0439323)
(23.5192,-0.746072)
(0,0)
(-0.842392,1.44026)
(0,0)




(0,0)
(-0.271142,-0.744133)
(0,0)
(0,0)
(0,0)
(9.41352e-16,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(25.3391,18.9572)
(0,0)
(13.9228,16.4231)
(0,0)
(-3.96278,2.76282)
(0,0)
(1.63085,-3.29241)
(0,0)
(-1.10931,2.48583)
(0,0)
(-1.9857,4.83508)
(0,0)
(-27.3572,-10.6242)
(-0.437887,-0.313441)
(2.36955,2.50728)
(0.347702,0.0439323)
(3.36355,0.248491)
(0,0)
(23.5355,-0.479829)
(0,0)
(-1.2576,-1.6227)




(0,0)
(0,0)
(0.199184,0.487037)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.537045,4.76754)
(0,0)
(3.69336,-3.13363)
(0,0)
(2.42524,-4.22609)
(0,0)
(0.145412,-0.194364)
(0,0)
(-3.09489,-8.93126)
(0,0)
(-0.367061,0.538081)
(0,0)
(-0.954175,3.0764)
(0,0)
(5.52687,-14.4063)
(0,0)
(-3.34857,-6.82686)
(0,0)
(-15.0736,6.09151)
(0,0)
(6.98429,5.85331)
(0,0)




(0,0)
(0,0)
(0,0)
(0.181818,0.493783)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-1.56876,5.41147)
(0,0)
(4.08724,-2.81624)
(0,0)
(2.30408,-4.46757)
(0,0)
(0.145412,-0.194364)
(0,0)
(-3.71029,-9.22343)
(0,0)
(0.0924193,-0.644766)
(0,0)
(-1.37274,2.91381)
(0,0)
(5.64732,-14.3596)
(0,0)
(-3.29785,-6.4527)
(0,0)
(-14.3785,5.99727)
(0,0)
(7.2677,6.19558)




(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-1.12962e-15,0)
(0,0)
(0,0)
(0,0)
(-16.7361,4.97485)
(0,0)
(-3.07995,2.2637)
(0,0)
(3.24952,2.48928)
(0,0)
(-0.885865,-2.34763)
(0,0)
(-40.1841,-15.949)
(0,0)
(6.23343,-16.6465)
(0,0)
(10.1333,-25.6825)
(0,0)
(-3.91439,-3.12581)
(0,0)
(-1.95477,-6.47458)
(0,0)
(-17.4794,-2.26268)
(0,0)




(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-1.12962e-15,0)
(0,0)
(0,0)
(0,0)
(-17.7102,3.39837)
(0,0)
(-3.11958,0.945412)
(0,0)
(2.88151,2.78419)
(0,0)
(-0.353057,-2.7985)
(0,0)
(-40.4133,-15.3592)
(0,0)
(6.63821,-16.4892)
(0,0)
(9.86067,-25.7884)
(0,0)
(-3.52146,-3.54455)
(0,0)
(-0.775033,-5.29838)
(0,0)
(-17.5036,-1.14508)




(1.01528,1.35708)
(0,0)
(2.5839,2.45088)
(0,0)
(25.3391,-18.9572)
(0,0)
(-0.537045,-4.76754)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.239659,0.668411)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0.612806,0.819104)
(0.540447,0.722386)
(2.9244e-16,-2.05992e-16)
(-0.163588,-0.218659)
(23.6307,-17.8409)
(0,0)
(-0.266054,-3.93188)
(0,0)
(-0.917851,-0.7478)
(0,0)
(0,0)
(0,0)




(0,0)
(1.01528,1.35708)
(0,0)
(3.01087,3.02158)
(0,0)
(25.3391,-18.9572)
(0,0)
(-1.56876,-5.41147)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.274392,0.654918)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0.540447,0.722386)
(0.612806,0.819104)
(0.163588,0.218659)
(2.98931e-16,-1.96454e-16)
(0,0)
(23.7859,-17.6335)
(0,0)
(-0.238299,-3.99349)
(0,0)
(-0.917851,-0.7478)
(0,0)
(0,0)




(0,0)
(0,0)
(-0.307524,7.50318)
(0,0)
(13.8803,-16.4334)
(0,0)
(3.69336,3.13363)
(0,0)
(-16.7361,-4.97485)
(0,0)
(-0.239659,-0.668411)
(0,0)
(-4.29221e-16,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-1.50984,-1.0607)
(0.189554,0.253367)
(1.91691,2.27686)
(0,0)
(6.42193,8.67161)
(0,0)
(-0.824631,-0.671851)
(0,0)
(1.89281,-4.85324)
(0,0)
(0,0)
(0,0)




(0,0)
(0,0)
(0,0)
(-4.46227,4.91007)
(0,0)
(13.9228,-16.4231)
(0,0)
(4.08724,2.81624)
(0,0)
(-17.7102,-3.39837)
(0,0)
(-0.274392,-0.654918)
(0,0)
(-4.29221e-16,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.189554,-0.253367)
(-2.91196,-2.72387)
(0,0)
(1.64315,2.48167)
(0,0)
(6.50613,8.60862)
(0,0)
(-0.824631,-0.671851)
(0,0)
(1.89281,-4.85324)
(0,0)
(0,0)




(1.8446,-8.95927)
(0,0)
(10.5874,-16.2399)
(0,0)
(-4.28224,-2.52382)
(0,0)
(2.42524,4.22609)
(0,0)
(-3.07995,-2.2637)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.204719,0.550075)
(0,0)
(0,0)
(0,0)
(37.4503,-28.0182)
(0,0)
(5.43892e-16,2.53212e-16)
(0,0)
(-10.0894,-13.0734)
(0,0)
(3.34052,-7.41579)
(0,0)
(1.48214,0.82785)
(0,0)
(-1.0381,-0.936258)
(0,0)




(0,0)
(2.66822,-10.2789)
(0,0)
(10.7459,-16.4604)
(0,0)
(-3.96278,-2.76282)
(0,0)
(2.30408,4.46757)
(0,0)
(-3.11958,-0.945412)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.220288,0.544028)
(0,0)
(0,0)
(0,0)
(37.4503,-28.0182)
(0,0)
(5.43892e-16,2.53212e-16)
(0,0)
(-9.69367,-13.3695)
(0,0)
(3.34052,-7.41579)
(0,0)
(2.02995,0.75421)
(0,0)
(-1.0381,-0.936258)




(-0.498801,-0.816516)
(0,0)
(4.90756,3.92113)
(0,0)
(1.79378,2.90506)
(0,0)
(0.145412,0.194364)
(0,0)
(3.24952,-2.48928)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.204719,-0.550075)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0.975534,1.21406)
(0,0)
(1.02602,-0.582165)
(0,0)
(-0.570966,0.315166)
(0,0)
(0.350157,-0.429784)
(0,0)
(-0.638193,-0.519954)
(0,0)
(-0.81836,1.81672)
(0,0)




(0,0)
(-0.642505,-0.709005)
(0,0)
(5.0864,3.84373)
(0,0)
(1.63085,3.29241)
(0,0)
(0.145412,0.194364)
(0,0)
(2.88151,-2.78419)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.220288,-0.544028)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0.889311,1.27857)
(0,0)
(0.848118,-0.819956)
(0,0)
(-0.463524,0.458778)
(0,0)
(0.350157,-0.429784)
(0,0)
(-0.638193,-0.519954)
(0,0)
(-0.81836,1.81672)




(0,0)
(0,0)
(7.87923,-8.25951)
(0,0)
(-1.20755,-2.72262)
(0,0)
(-3.09489,8.93126)
(0,0)
(-0.885865,2.34763)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(5.15065e-16,0)
(0,0)
(-0.929963,-1.0077)
(0,0)
(-10.4008,7.82045)
(0,0)
(-2.68433,1.42578)
(0,0)
(3.38978e-16,-8.44307e-17)
(0,0)
(1.05984,-2.3528)
(0,0)
(0,0)
(0,0)




(0,0)
(0,0)
(0,0)
(8.77269,-9.4858)
(0,0)
(-1.10931,-2.48583)
(0,0)
(-3.71029,9.22343)
(0,0)
(-0.353057,2.7985)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(5.15065e-16,0)
(0,0)
(-0.704206,-1.1766)
(0,0)
(-10.4384,7.77019)
(0,0)
(-2.12554,2.17268)
(0,0)
(3.32482e-16,-1.07192e-16)
(0,0)
(1.05984,-2.3528)
(0,0)
(0,0)




(-0.747599,-1.27942)
(-0.469759,-0.0773293)
(-0.530359,-1.40634)
(0,0)
(-1.79888,-4.90765)
(0,0)
(-0.367061,-0.538081)
(0,0)
(-40.1841,15.949)
(0,0)
(0.612806,-0.819104)
(0.540447,-0.722386)
(-1.50984,1.0607)
(-0.189554,0.253367)
(37.4503,28.0182)
(0,0)
(0.975534,-1.21406)
(0,0)
(-0.929963,1.0077)
(0,0)
(-1.77811e-15,0)
(0,0)
(-1.09665,2.83073)
(0,0)
(0.0269846,1.0941)
(0,0)
(2.89128,-9.54553)
(0.786162,0.099332)
(-19.5739,-6.0072)
(-0.0445341,0.352465)
(0.0100504,4.60597)
(0.433437,0.0547649)




(-0.294377,0.37416)
(-0.914256,-1.70845)
(0,0)
(-0.558053,-1.39558)
(0,0)
(-1.9857,-4.83508)
(0,0)
(0.0924193,0.644766)
(0,0)
(-40.4133,15.3592)
(0.540447,-0.722386)
(0.612806,-0.819104)
(0.189554,-0.253367)
(-2.91196,2.72387)
(0,0)
(37.4503,28.0182)
(0,0)
(0.889311,-1.27857)
(0,0)
(-0.704206,1.1766)
(0,0)
(-1.77811e-15,0)
(0,0)
(-1.10178,2.82874)
(0,0)
(0.0269846,1.0941)
(-0.786162,-0.099332)
(2.8695,-9.70621)
(0.0445341,-0.352465)
(-19.1221,-6.06845)
(0.433437,0.0547649)
(0.974732,2.65867)




(-0.370992,-0.491969)
(0,0)
(-0.455296,-0.291415)
(0,0)
(-27.3553,10.6291)
(0,0)
(-0.954175,-3.0764)
(0,0)
(6.23343,16.6465)
(0,0)
(2.9244e-16,2.05992e-16)
(0.163588,-0.218659)
(1.91691,-2.27686)
(0,0)
(5.43892e-16,-2.53212e-16)
(0,0)
(1.02602,0.582165)
(0,0)
(-10.4008,-7.82045)
(0,0)
(-1.09665,-2.83073)
(0,0)
(0,0)
(0,0)
(-0.348628,1.3568)
(0,0)
(-11.1601,-1.41008)
(0,0)
(0.284622,-3.21619)
(0,0)
(13.3405,-1.94331)
(0,0)




(0,0)
(-0.0583913,-0.6134)
(0,0)
(-0.139189,0.522345)
(0,0)
(-27.3572,10.6242)
(0,0)
(-1.37274,-2.91381)
(0,0)
(6.63821,16.4892)
(-0.163588,0.218659)
(2.98931e-16,1.96454e-16)
(0,0)
(1.64315,-2.48167)
(0,0)
(5.43892e-16,-2.53212e-16)
(0,0)
(0.848118,0.819956)
(0,0)
(-10.4384,-7.77019)
(0,0)
(-1.10178,-2.82874)
(0,0)
(0,0)
(0,0)
(-0.33683,1.37849)
(0,0)
(-11.1601,-1.41008)
(0,0)
(0.220664,-3.80487)
(0,0)
(12.9508,-1.62069)




(0.513228,1.15977)
(0,0)
(-63.1226,24.5308)
(0,0)
(3.44073,0.250263)
(-0.437887,0.313441)
(5.52687,14.4063)
(0,0)
(10.1333,25.6825)
(0,0)
(23.6307,17.8409)
(0,0)
(6.42193,-8.67161)
(0,0)
(-10.0894,13.0734)
(0,0)
(-0.570966,-0.315166)
(0,0)
(-2.68433,-1.42578)
(0,0)
(0.0269846,-1.0941)
(0,0)
(-0.348628,-1.3568)
(0,0)
(0,0)
(0,0)
(0.1361,5.57347)
(-0.361991,-0.0457377)
(6.64982,-1.00903)
(-0.183548,1.45269)
(-1.38337,4.75016)
(-1.24761,-0.157635)




(0,0)
(0.404248,1.2021)
(0,0)
(-63.1298,24.5122)
(-0.534649,0.0643433)
(2.36955,-2.50728)
(0,0)
(5.64732,14.3596)
(0,0)
(9.86067,25.7884)
(0,0)
(23.7859,17.6335)
(0,0)
(6.50613,-8.60862)
(0,0)
(-9.69367,13.3695)
(0,0)
(-0.463524,-0.458778)
(0,0)
(-2.12554,-2.17268)
(0,0)
(0.0269846,-1.0941)
(0,0)
(-0.33683,-1.37849)
(0,0)
(0,0)
(-0.361991,-0.0457377)
(1.61748,7.36253)
(-0.183548,1.45269)
(6.33907,-0.751723)
(1.24761,0.157635)
(-1.46791,4.12656)




(-13.7216,2.36316)
(0.888705,-0.112288)
(50.2864,-6.3537)
(0,0)
(3.85496,1.88388)
(0.347702,-0.0439323)
(-3.34857,6.82686)
(0,0)
(-3.91439,3.12581)
(0,0)
(-0.266054,3.93188)
(0,0)
(-0.824631,0.671851)
(0,0)
(3.34052,7.41579)
(0,0)
(0.350157,0.429784)
(0,0)
(3.38978e-16,8.44307e-17)
(0,0)
(2.89128,9.54553)
(-0.786162,0.099332)
(-11.1601,1.41008)
(0,0)
(0.1361,-5.57347)
(-0.361991,0.0457377)
(8.10751e-16,0)
(0,0)
(0.0241906,0.98082)
(0,0)
(0.874009,-2.18744)
(0,0)




(-0.888705,0.112288)
(-13.7216,2.36316)
(0,0)
(50.2864,-6.3537)
(0.347702,-0.0439323)
(3.36355,-0.248491)
(0,0)
(-3.29785,6.4527)
(0,0)
(-3.52146,3.54455)
(0,0)
(-0.238299,3.99349)
(0,0)
(-0.824631,0.671851)
(0,0)
(3.34052,7.41579)
(0,0)
(0.350157,0.429784)
(0,0)
(3.32482e-16,1.07192e-16)
(0.786162,-0.099332)
(2.8695,9.70621)
(0,0)
(-11.1601,1.41008)
(-0.361991,0.0457377)
(1.61748,-7.36253)
(0,0)
(8.10751e-16,0)
(0,0)
(0.0241906,0.98082)
(0,0)
(0.831791,-2.20383)




(23.797,-3.98865)
(0,0)
(-5.93035,13.7567)
(0,0)
(23.5192,0.746072)
(0,0)
(-15.0736,-6.09151)
(0,0)
(-1.95477,6.47458)
(0,0)
(-0.917851,0.7478)
(0,0)
(1.89281,4.85324)
(0,0)
(1.48214,-0.82785)
(0,0)
(-0.638193,0.519954)
(0,0)
(1.05984,2.3528)
(0,0)
(-19.5739,6.0072)
(0.0445341,0.352465)
(0.284622,3.21619)
(0,0)
(6.64982,1.00903)
(-0.183548,-1.45269)
(0.0241906,-0.98082)
(0,0)
(0,0)
(0,0)
(-0.33683,-1.37849)
(0,0)




(0,0)
(23.7885,-4.56213)
(0,0)
(-5.4292,14.142)
(0,0)
(23.5355,0.479829)
(0,0)
(-14.3785,-5.99727)
(0,0)
(-0.775033,5.29838)
(0,0)
(-0.917851,0.7478)
(0,0)
(1.89281,4.85324)
(0,0)
(2.02995,-0.75421)
(0,0)
(-0.638193,0.519954)
(0,0)
(1.05984,2.3528)
(-0.0445341,-0.352465)
(-19.1221,6.06845)
(0,0)
(0.220664,3.80487)
(-0.183548,-1.45269)
(6.33907,0.751723)
(0,0)
(0.0241906,-0.98082)
(0,0)
(0,0)
(0,0)
(-0.348628,-1.3568)




(34.486,-8.49052)
(-0.300072,0.0379142)
(-2.27909,-8.87493)
(0,0)
(-0.842392,-1.44026)
(0,0)
(6.98429,-5.85331)
(0,0)
(-17.4794,2.26268)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-1.0381,0.936258)
(0,0)
(-0.81836,-1.81672)
(0,0)
(0,0)
(0,0)
(0.0100504,-4.60597)
(0.433437,-0.0547649)
(13.3405,1.94331)
(0,0)
(-1.38337,-4.75016)
(1.24761,-0.157635)
(0.874009,2.18744)
(0,0)
(-0.33683,1.37849)
(0,0)
(0,0)
(0,0)




(-0.300072,0.0379142)
(34.8918,-8.45945)
(0,0)
(-2.24863,-8.75633)
(0,0)
(-1.2576,1.6227)
(0,0)
(7.2677,-6.19558)
(0,0)
(-17.5036,1.14508)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-1.0381,0.936258)
(0,0)
(-0.81836,-1.81672)
(0,0)
(0,0)
(0.433437,-0.0547649)
(0.974732,-2.65867)
(0,0)
(12.9508,1.62069)
(-1.24761,0.157635)
(-1.46791,-4.12656)
(0,0)
(0.831791,2.20383)
(0,0)
(-0.348628,1.3568)
(0,0)
(0,0)




