(1.61111,4.16334e-17)
(0,0)
(0,0)
(0,0)
(0.781417,0.302071)
(0,0)
(0,0)
(0,0)
(8.25217,-0.0102618)
(0,0)
(0.299377,-0.40016)
(0,0)
(0,0)
(0,0)
(3.79785,4.7054)
(0,0)
(0.182748,0.378162)
(0,0)
(0,0)
(0,0)
(-0.483716,0.00846624)
(-0.138477,0.411447)
(-0.109658,0.147728)
(0,0)
(-1.25121,-0.480883)
(0,0)
(1.18931,0.15027)
(0.00922772,-0.0730328)
(-3.02324,-0.342581)
(0,0)
(-0.60381,2.78037)
(-0.0401145,0.317486)




(0,0)
(1.61111,4.16334e-17)
(0,0)
(0,0)
(0,0)
(0.780423,0.30463)
(0,0)
(0,0)
(0,0)
(8.25217,0.0102618)
(0,0)
(0.299377,-0.40016)
(0,0)
(0,0)
(0,0)
(3.86506,4.93381)
(0,0)
(0.0354587,0.486695)
(0,0)
(0,0)
(-0.17558,0.397035)
(-0.518973,-0.0689528)
(0,0)
(0.0188199,-0.183014)
(0,0)
(-1.24773,-0.489838)
(-0.00922772,0.0730328)
(1.18931,0.15027)
(0,0)
(-3.1409,-0.458176)
(-0.0401145,0.317486)
(-0.618969,2.58236)




(0,0)
(0,0)
(0.502831,0)
(0,0)
(-3.63223,-0.0615711)
(0,0)
(0.255675,0.991339)
(0,0)
(0,0)
(0,0)
(-0.295227,0.373864)
(0,0)
(-1.9377,0.535741)
(0,0)
(-0.856312,3.36567)
(0,0)
(0.309803,0.154568)
(0,0)
(3.04713,3.83248)
(0,0)
(-0.404338,-0.228797)
(0,0)
(-0.341549,0.160731)
(0,0)
(0.78462,-6.80391)
(0,0)
(-0.630161,4.98741)
(0,0)
(-12.2299,-1.38833)
(0,0)
(3.72245,0.955926)
(0,0)




(0,0)
(0,0)
(0,0)
(0.502831,0)
(0,0)
(-3.63223,0.0615711)
(0,0)
(-0.175072,1.00971)
(0,0)
(0,0)
(0,0)
(0.0340665,0.35775)
(0,0)
(-2.77465,0.55852)
(0,0)
(-0.847836,3.5274)
(0,0)
(0.471827,0.120356)
(0,0)
(3.04384,3.9652)
(0,0)
(-0.45276,-0.104145)
(0,0)
(0.143487,0.349144)
(0,0)
(0.809569,-6.65055)
(0,0)
(-0.630161,4.98741)
(0,0)
(-11.6578,-1.7359)
(0,0)
(3.74358,0.961353)




(0.781417,-0.302071)
(0,0)
(-3.63223,0.0615711)
(0,0)
(1.63009,5.55112e-17)
(0,0)
(0.0679222,-1.73295)
(0,0)
(0.0385099,2.58104)
(0,0)
(7.47172,5.58991)
(0,0)
(-1.03316,0.584771)
(0,0)
(-3.19579,0.798642)
(0,0)
(-1.4839,-1.58944)
(0,0)
(0.933439,-0.909266)
(0,0)
(5.15109,2.00979)
(0,0)
(-0.380539,0.983671)
(0,0)
(1.4922,-2.7736)
(-0.21009,0.510513)
(-1.72725,1.38932)
(0.0464819,-0.367881)
(1.24105,2.28402)
(0,0)
(6.94622,4.43681)
(0,0)




(0,0)
(0.780423,-0.30463)
(0,0)
(-3.63223,-0.0615711)
(0,0)
(1.63009,5.55112e-17)
(0,0)
(-0.0679222,-1.73295)
(0,0)
(-0.0385099,2.58104)
(0,0)
(7.47172,5.58991)
(0,0)
(-1.03842,0.572593)
(0,0)
(-2.86836,0.557371)
(0,0)
(-1.54409,-1.70542)
(0,0)
(1.00117,-0.903819)
(0,0)
(5.15705,1.99444)
(0,0)
(-0.383268,0.982611)
(-0.189619,0.518464)
(0.771395,-3.0536)
(0.0464819,-0.367881)
(-1.96793,1.40779)
(0,0)
(1.22953,2.19145)
(0,0)
(7.57836,4.35112)




(0,0)
(0,0)
(0.255675,-0.991339)
(0,0)
(0.0679222,1.73295)
(0,0)
(-1.24168,8.32667e-17)
(0,0)
(0,0)
(0,0)
(0.656069,0.515688)
(0,0)
(0.149826,0.12661)
(0,0)
(-2.05798,-2.34333)
(0,0)
(0.0428775,-0.057312)
(0,0)
(-1.62796,-2.87172)
(0,0)
(-0.268938,0.154134)
(0,0)
(-1.76388,-0.932128)
(0,0)
(-14.7164,-5.695)
(0,0)
(-8.83487,-1.9872)
(0,0)
(-0.446867,-0.842405)
(0,0)
(4.68312,-0.155037)
(0,0)




(0,0)
(0,0)
(0,0)
(-0.175072,-1.00971)
(0,0)
(-0.0679222,1.73295)
(0,0)
(-1.24168,8.32667e-17)
(0,0)
(0,0)
(0,0)
(0.4775,0.568233)
(0,0)
(0.517861,0.0385102)
(0,0)
(-2.08545,-2.40348)
(0,0)
(0.0428775,-0.057312)
(0,0)
(-1.61947,-3.07993)
(0,0)
(0.0943694,0.295262)
(0,0)
(-1.93058,-0.502992)
