1      1      0.189747
1      2      0.323155
1      3      0.43822
1      4      0.560855
1      5      0.664252
1      6      0.764137
1      7      0.849399
1      8      0.923034
1      9      0.975238
1      10      1.01908
1      11      1.03658
1      12      1.04155
1      13      1.0321
1      14      0.993479
1      15      0.951477
1      16      0.878667
1      17      0.796146
1      18      0.704564
1      19      0.590202
1      20      0.484068
1      21      0.355404
1      22      0.231043
1      23      0.102107
1      24      0.0358066
1      25      0.158824
1      26      0.290229
1      27      0.409548
1      28      0.516428
1      29      0.627647
1      30      0.7035
1      31      0.785513
1      32      0.826157
1      33      0.84125
1      34      0.831494
1      35      0.770185
1      36      0.709749
1      37      0.610104
1      38      0.51238
1      39      0.397022
1      40      0.278521
1      41      0.149319
1      42      0.0259049
1      43      0.113625
1      44      0.233377
1      45      0.368061
1      46      0.482559
1      47      0.59837
1      48      0.702295
1      49      0.796374
1      50      0.875911
1      51      0.945293
1      52      0.992462
1      53      1.02565
1      54      1.04453
1      55      1.03616
1      56      1.02309
1      57      0.980518
1      58      0.923639
1      59      0.855635
1      60      0.759609
1      61      0.667856
1      62      0.552853
1      63      0.43593
1      64      0.315921
1      65      0.179838
1      66      0.0566573
1      67      0.0812292
1      68      0.208316
1      69      0.329592
1      70      0.453676
1      71      0.554036
1      72      0.656879
1      73      0.739348
1      74      0.795507
1      75      0.846009
1      76      0.83207
1      77      0.818967
1      78      0.748024
1      79      0.675216
1      80      0.57753
1      81      0.471605
1      82      0.354213
1      83      0.235673
1      84      0.101836
1      85      0.0214451
1      86      0.158086
1      87      0.283564
1      88      0.407111
1      89      0.52808
1      90      0.634504
1      91      0.737741
1      92      0.826992
1      93      0.902587
1      94      0.962918
1      95      1.0097
1      96      1.03075
1      97      1.04558
1      98      1.03374
1      99      1.00626
1      100      0.967311
2      1      0.168873
2      2      0.301159
2      3      0.417286
2      4      0.538497
2      5      0.64147
2      6      0.739117
2      7      0.82286
2      8      0.89332
2      9      0.944305
2      10      0.985201
2      11      1.00232
2      12      1.00595
2      13      0.998165
2      14      0.959864
2      15      0.922485
2      16      0.850061
2      17      0.772439
2      18      0.680836
2      19      0.568233
2      20      0.463027
2      21      0.333412
2      22      0.21085
2      23      0.0809838
2      24      0.055844
2      25      0.178165
2      26      0.310344
2      27      0.426748
2      28      0.532537
2      29      0.640378
2      30      0.709212
2      31      0.789023
2      32      0.818897
2      33      0.837985
2      34      0.825064
2      35      0.773161
2      36      0.717024
2      37      0.621562
2      38      0.5288
2      39      0.413912
2      40      0.298105
2      41      0.169727
2      42      0.0464163
2      43      0.0916021
2      44      0.212556
2      45      0.346133
2      46      0.461234
2      47      0.575804
2      48      0.679082
2      49      0.770412
2      50      0.848853
2      51      0.91456
2      52      0.960828
2      53      0.991076
2      54      1.01015
2      55      1.00039
2      56      0.99014
2      57      0.947754
2      58      0.895357
2      59      0.82889
2      60      0.735201
2      61      0.64592
2      62      0.53008
2      63      0.415428
2      64      0.294291
2      65      0.158999
2      66      0.0365823
2      67      0.102158
2      68      0.227476
2      69      0.348593
2      70      0.471649
2      71      0.567266
2      72      0.669318
2      73      0.742187
2      74      0.796317
2      75      0.839337
2      76      0.826138
2      77      0.818285
2      78      0.749785
2      79      0.686695
2      80      0.589212
2      81      0.48889
2      82      0.372224
2      83      0.255121
2      84      0.122935
2      85      0.000600096
2      86      0.13654
2      87      0.262038
2      88      0.385909
2      89      0.50614
2      90      0.611914
2      91      0.713666
2      92      0.80058
2      93      0.874112
2      94      0.931986
2      95      0.976784
2      96      0.996325
2      97      1.01067
2      98      0.998833
2      99      0.973026
2      100      0.936608
3      1      0.162139
3      2      0.292796
3      3      0.407447
3      4      0.526338
3      5      0.626498
3      6      0.720724
3      7      0.800436
3      8      0.866843
3      9      0.914206
3      10      0.95207
3      11      0.967197
3      12      0.970334
3      13      0.963755
3      14      0.927351
3      15      0.895398
3      16      0.825293
3      17      0.754483
3      18      0.664588
3      19      0.555962
3      20      0.453207
3      21      0.324382
3      22      0.205386
3      23      0.07585
3      24      0.0581478
3      25      0.178213
3      26      0.309975
3      27      0.421279
3      28      0.526267
3      29      0.627934
3      30      0.691583
3      31      0.767663
3      32      0.789219
3      33      0.812321
3      34      0.795214
3      35      0.753326
3      36      0.699209
3      37      0.610286
3      38      0.522252
3      39      0.409515
3      40      0.297993
3      41      0.171141
3      42      0.0502584
3      43      0.0855588
3      44      0.205699
3      45      0.336795
3      46      0.45091
3      47      0.562373
3      48      0.663383
3      49      0.750074
3      50      0.825629
3      51      0.886062
3      52      0.930109
3      53      0.956367
3      54      0.975426
3      55      0.963955
3      56      0.957649
3      57      0.915839
3      58      0.870216
3      59      0.806166
3      60      0.717616
3      61      0.632013
3      62      0.517655
3      63      0.406804
3      64      0.286212
3      65      0.15329
3      66      0.0334075
3      67      0.105078
3      68      0.22634
3      69      0.347029
3      70      0.466471
3      71      0.557417
3      72      0.657321
3      73      0.720355
3      74      0.774295
3      75      0.808708
3      76      0.799251
3      77      0.792781
3      78      0.728753
3      79      0.673665
3      80      0.577771
3      81      0.48432
3      82      0.369015
3      83      0.255372
3      84      0.125858
3      85      0.00357777
3      86      0.129811
3      87      0.254495
3      88      0.376205
3      89      0.494952
3      90      0.597536
3      91      0.696743
3      92      0.778806
3      93      0.849302
3      94      0.902275
3      95      0.944908
3      96      0.961045
3      97      0.975868
3      98      0.96306
3      99      0.940936
3      100      0.907065
4      1      0.16674
4      2      0.295216
4      3      0.405804
4      4      0.521608
4      5      0.616259
4      6      0.706004
4      7      0.778961
4      8      0.840544
4      9      0.881782
4      10      0.916783
4      11      0.928083
4      12      0.931982
4      13      0.925638
4      14      0.893185
4      15      0.866828
4      16      0.801471
4      17      0.738923
4      18      0.652922
4      19      0.550274
4      20      0.451771
4      21      0.325292
4      22      0.211756
4      23      0.0833938
4      24      0.0459288
4      25      0.163056
4      26      0.293267
