1      1      4.05303
1      2      3.91783
1      3      3.77747
1      4      3.64338
1      5      3.50397
1      6      3.35547
1      7      3.21639
1      8      3.09766
1      9      2.98754
1      10      2.87393
1      11      2.76235
1      12      2.66543
1      13      2.58236
1      14      2.50229
1      15      2.41766
1      16      2.32965
1      17      2.24519
1      18      2.16267
1      19      2.0668
1      20      1.95778
1      21      1.85825
1      22      1.76575
1      23      1.66372
1      24      1.56
1      25      1.4766
1      26      1.40551
1      27      1.3222
1      28      1.225
1      29      1.11922
1      30      0.988573
1      31      0.828842
1      32      0.672999
1      33      0.542565
1      34      0.437604
1      35      0.395374
1      36      0.400267
1      37      0.424677
1      38      0.524197
1      39      0.650645
1      40      0.803033
1      41      0.964729
1      42      1.10085
1      43      1.20902
1      44      1.30751
1      45      1.39355
1      46      1.46527
1      47      1.54519
1      48      1.64683
1      49      1.75048
1      50      1.8437
1      51      1.94104
1      52      2.04994
1      53      2.1488
1      54      2.23235
1      55      2.3159
1      56      2.40386
1      57      2.4893
1      58      2.56981
1      59      2.65162
1      60      2.74589
1      61      2.85581
1      62      2.96994
1      63      3.08016
1      64      3.1964
1      65      3.33231
1      66      3.48087
1      67      3.62208
1      68      3.75607
1      69      3.8952
1      70      4.03454
1      71      3.9405
1      72      3.79906
1      73      3.66453
1      74      3.52678
1      75      3.37889
1      76      3.23695
1      77      3.11538
1      78      3.00502
1      79      2.89209
1      80      2.77921
1      81      2.6796
1      82      2.59497
1      83      2.51514
1      84      2.43136
1      85      2.3435
1      86      2.25811
1      87      2.17617
1      88      2.08324
1      89      1.97485
1      90      1.87301
1      91      1.78073
1      92      1.68052
1      93      1.57541
1      94      1.48827
1      95      1.4171
1      96      1.33652
1      97      1.24084
1      98      1.13696
1      99      1.01158
1      100      0.854792
1      101      0.69605
1      102      0.561495
1      103      0.451911
1      104      0.394191
1      105      0.408919
1      106      0.413487
1      107      0.506394
1      108      0.628985
1      109      0.777518
1      110      0.940152
1      111      1.08172
1      112      1.19287
1      113      1.2925
1      114      1.38116
1      115      1.45417
1      116      1.53101
1      117      1.62996
1      118      1.73487
1      119      1.82926
1      120      1.92467
1      121      2.03277
1      122      2.13451
1      123      2.21954
1      124      2.3023
1      125      2.38998
1      126      2.47616
1      127      2.55729
1      128      2.63815
1      129      2.72987
1      130      2.83777
1      131      2.95219
1      132      3.06279
1      133      3.17695
1      134      3.30951
1      135      3.45752
1      136      3.60057
1      137      3.73483
1      138      3.87268
1      139      4.01414
1      140      3.96306
1      141      3.82087
1      142      3.6856
1      143      3.54927
1      144      3.40246
1      145      3.25807
1      146      3.13339
1      147      3.02239
1      148      2.91022
1      149      2.79643
1      150      2.69417
1      151      2.6077
1      152      2.52788
1      153      2.44495
1      154      2.35743
1      155      2.27117
1      156      2.18938
1      157      2.09922
1      158      1.99215
1      159      1.88807
1      160      1.79546
1      161      1.69714
1      162      1.59134
1      163      1.50041
1      164      1.42839
1      165      1.35044
1      166      1.25654
1      167      1.15416
1      168      1.03369
1      169      0.880715
1      170      0.719777
1      171      0.581004
1      172      0.467307
1      173      0.396505
1      174      0.421214
1      175      0.40445
1      176      0.489193
1      177      0.608006
1      178      0.75243
1      179      0.914978
1      180      1.06175
1      181      1.17649
1      182      1.27724
1      183      1.36832
1      184      1.44317
1      185      1.51749
1      186      1.61323
1      187      1.71892
1      188      1.81484
1      189      1.90873
1      190      2.0154
1      191      2.11974
1      192      2.2067
1      193      2.28885
1      194      2.37605
1      195      2.46289
1      196      2.54474
1      197      2.62496
1      198      2.71428
1      199      2.81991
1      200      2.9343
2      1      3.9186
2      2      3.80227
2      3      3.67705
2      4      3.54802
2      5      3.40685
2      6      3.25999
2      7      3.13006
2      8      3.01893
2      9      2.90907
2      10      2.79366
2      11      2.68639
2      12      2.59795
2      13      2.51919
2      14      2.43857
2      15      2.3551
2      16      2.27362
2      17      2.19644
2      18      2.11526
2      19      2.01555
2      20      1.90694
2      21      1.81198
2      22      1.7187
2      23      1.61356
2      24      1.51518
2      25      1.44265
2      26      1.37648
2      27      1.29458
2      28      1.20423
2      29      1.10922
