(-69.7627,8.88178e-16)  (0,-8.88178e-16)  (1.77636e-15,-4.55191e-15)  (-2.66454e-14,8.88178e-16)  (-6.21725e-15,8.88178e-16)  (3.9968e-15,2.66454e-15)  (5.32907e-15,0)  (-2.30926e-14,-8.88178e-16)  (-4.44089e-16,8.88178e-16)  (-1.06581e-14,-4.10783e-15)  (-4.21885e-15,-3.10862e-15)  (8.88178e-16,-8.88178e-16)  (1.82077e-14,-1.77636e-15)  (1.06581e-14,-2.22045e-15)  (2.22045e-15,2.66454e-15)  (6.21725e-15,4.66294e-15)  (7.10543e-15,1.33227e-15)  (3.9968e-15,-4.44089e-16)  (8.88178e-16,9.32587e-15)  (8.88178e-15,6.32827e-15)  (1.77636e-15,7.10543e-15)  (-1.77636e-15,7.10543e-15)  (-7.99361e-15,4.44089e-16)  (-7.99361e-15,-1.77636e-15)  (-1.06581e-14,-8.88178e-16)  (1.18794e-14,1.33227e-15)  (3.55271e-15,-3.55271e-15)  (-4.44089e-16,-3.55271e-15)  (-2.66454e-15,1.77636e-15)  (5.32907e-15,-8.88178e-16)  (0,-3.9968e-15)  (-8.88178e-15,0)  
(-5.32907e-15,-6.21725e-15)  (-67.6588,-1.77636e-15)  (-8.88178e-16,2.33147e-15)  (1.58762e-14,1.77636e-15)  (-3.55271e-15,0)  (7.10543e-15,-2.66454e-15)  (2.44249e-15,0)  (2.66454e-15,2.66454e-15)  (1.77636e-15,1.4988e-15)  (1.36557e-14,-1.33227e-15)  (1.55431e-15,-6.21725e-15)  (1.33227e-15,-2.22045e-16)  (-8.21565e-15,-6.66134e-16)  (-1.06581e-14,-1.77636e-15)  (1.3739e-15,8.88178e-16)  (-3.9968e-15,-5.55112e-15)  (1.9984e-14,-2.22045e-16)  (1.15463e-14,-4.44089e-16)  (7.10543e-15,-4.44089e-15)  (1.95399e-14,-5.60663e-15)  (2.22045e-15,3.4972e-15)  (6.21725e-15,-3.55271e-15)  (-8.88178e-16,8.88178e-16)  (2.66454e-15,-2.66454e-15)  (-1.17684e-14,1.33227e-15)  (2.04281e-14,9.76996e-15)  (-6.21725e-15,2.66454e-15)  (4.44089e-16,1.77636e-15)  (-2.22045e-15,-8.88178e-16)  (3.4639e-14,-4.44089e-16)  (2.66454e-15,8.88178e-16)  (-1.33227e-14,-3.55271e-15)  
(2.22045e-16,1.88738e-15)  (-4.44089e-15,-6.68909e-15)  (-53.821,1.77636e-15)  (2.13163e-14,6.66134e-16)  (-2.66454e-15,-8.88178e-16)  (8.88178e-15,-6.38378e-15)  (-3.55271e-15,4.66294e-15)  (1.42109e-14,-1.11022e-15)  (4.44089e-15,-4.44089e-16)  (1.55431e-15,6.99441e-15)  (-1.94289e-16,4.44089e-16)  (1.33227e-15,-5.21805e-15)  (2.22045e-16,-2.66454e-15)  (8.65974e-15,2.9976e-15)  (-2.66454e-15,2.66454e-15)  (4.44089e-16,4.21885e-15)  (4.88498e-15,2.9976e-15)  (0,-7.99361e-15)  (4.66294e-15,-3.55271e-15)  (3.10862e-15,3.33067e-16)  (2.66454e-15,-3.55271e-15)  (3.33067e-15,3.9968e-15)  (-1.77636e-15,3.33067e-15)  (3.10862e-15,1.11022e-15)  (4.44089e-15,-2.66454e-15)  (5.32907e-15,-4.44089e-16)  (1.37668e-14,2.88658e-15)  (-3.86358e-14,1.77636e-15)  (-1.77636e-15,-3.66374e-15)  (-7.10543e-15,-3.77476e-15)  (2.22045e-15,4.44089e-16)  (-2.66454e-15,-2.66454e-15)  
(-2.22045e-14,-8.88178e-16)  (1.31006e-14,-4.44089e-15)  (2.08722e-14,1.38778e-15)  (-53.2341,-1.33227e-15)  (-6.43929e-15,3.55271e-15)  (7.77156e-16,0)  (4.21885e-15,1.11022e-15)  (-3.55271e-15,-2.66454e-15)  (2.66454e-15,-1.66533e-15)  (5.55112e-15,-9.99201e-16)  (-2.44249e-15,-1.55431e-15)  (-1.72085e-15,-1.11022e-15)  (-2.88658e-15,3.66374e-15)  (-4.66294e-15,2.66454e-15)  (-2.66454e-15,3.10862e-15)  (-3.33067e-16,3.55271e-15)  (4.88498e-15,0)  (4.21885e-15,0)  (-3.10862e-15,3.9968e-15)  (-5.32907e-15,2.22045e-16)  (4.05231e-15,4.94049e-15)  (9.32587e-15,2.77556e-15)  (-1.44329e-15,-3.55271e-15)  (7.21645e-15,-2.08167e-16)  (1.33227e-15,-4.44089e-16)  (1.77636e-15,0)  (0,3.9968e-15)  (-4.66294e-15,-9.99201e-16)  (1.62093e-14,3.9968e-15)  (0,1.33227e-14)  (3.55271e-15,-4.10783e-15)  (-5.77316e-15,4.21885e-15)  
(2.66454e-15,2.22045e-15)  (-5.10703e-15,-3.10862e-15)  (-4.44089e-15,3.10862e-15)  (-1.77636e-15,0)  (-47.2357,-2.22045e-15)  (2.04281e-14,-6.77236e-15)  (1.42109e-14,-2.66454e-15)  (-8.88178e-16,-2.66454e-15)  (-4.10783e-15,-9.99201e-16)  (-6.66134e-15,-1.27676e-15)  (-3.55271e-15,4.44089e-16)  (9.4369e-16,-3.77476e-15)  (8.43769e-15,3.52496e-15)  (8.43769e-15,-1.38778e-15)  (4.44089e-16,-6.66134e-16)  (4.44089e-15,-7.77156e-15)  (6.66134e-15,-5.10703e-15)  (3.66374e-15,-2.22045e-16)  (8.88178e-15,4.44089e-16)  (4.66294e-15,-5.05151e-15)  (7.77156e-16,4.44089e-15)  (7.77156e-15,-6.66134e-16)  (-5.68989e-15,8.88178e-16)  (4.32987e-15,4.44089e-16)  (-6.88338e-15,-5.55112e-15)  (7.54952e-15,2.44249e-15)  (-2.4869e-14,4.44089e-16)  (-9.99201e-15,1.36002e-15)  (3.28626e-14,2.66454e-15)  (5.32907e-15,7.99361e-15)  (-5.9952e-15,2.66454e-15)  (5.77316e-15,1.17684e-14)  
(4.44089e-15,2.66454e-15)  (4.44089e-15,3.9968e-15)  (5.32907e-15,2.3731e-15)  (3.27516e-15,8.88178e-16)  (1.86517e-14,4.32987e-15)  (-45.9702,0)  (-9.76996e-15,-1.95677e-15)  (-1.33227e-14,6.32827e-15)  (-4.44089e-15,3.33067e-16)  (3.66374e-15,-5.68989e-15)  (7.77156e-15,7.77156e-15)  (-3.55271e-15,-5.55112e-17)  (8.10463e-15,-1.11022e-15)  (-1.07692e-14,2.9976e-15)  (5.55112e-15,-6.99441e-15)  (1.4988e-15,-5.77316e-15)  (2.9976e-15,-5.32907e-15)  (-3.10862e-15,-8.88178e-16)  (9.99201e-16,-2.44249e-15)  (7.10543e-15,2.38698e-15)  (5.96745e-15,-2.66454e-15)  (3.88578e-16,-2.22045e-15)  (8.10463e-15,2.66454e-15)  (-1.33782e-14,2.66454e-15)  (7.99361e-15,-3.10862e-15)  (2.22045e-15,1.55431e-15)  (-7.32747e-15,-1.94289e-15)  (2.22045e-16,-7.10543e-15)  (1.32117e-14,-1.19904e-14)  (5.77316e-15,-1.77636e-15)  (-1.77636e-15,2.66454e-15)  (2.22045e-15,1.77636e-15)  
(-1.33227e-15,1.77636e-15)  (4.66294e-15,2.22045e-15)  (1.77636e-15,-1.16573e-14)  (5.77316e-15,-2.44249e-15)  (1.68754e-14,1.77636e-15)  (-1.33227e-14,1.83187e-15)  (-42.3277,0)  (4.44089e-16,3.33067e-15)  (4.52416e-15,-3.55271e-15)  (2.55351e-15,-3.66374e-15)  (-5.21805e-15,-3.58047e-15)  (-6.02296e-15,1.94289e-16)  (-2.44249e-15,-2.66454e-15)  (8.21565e-15,-1.66533e-16)  (1.88738e-15,-6.21725e-15)  (-2.83107e-15,2.22045e-15)  (7.54952e-15,6.66134e-16)  (-3.44169e-15,-2.88658e-15)  (-1.22125e-15,-2.9976e-15)  (-8.77076e-15,5.02376e-15)  (-1.06581e-14,4.88498e-15)  (1.33227e-15,-1.60982e-15)  (-1.22125e-15,-4.44089e-15)  (7.10543e-15,1.22125e-15)  (-6.21725e-15,2.66454e-15)  (0,-5.32907e-15)  (5.55112e-16,-5.9952e-15)  (-4.44089e-16,8.32667e-15)  (-9.76996e-15,3.10862e-15)  (-8.88178e-16,2.66454e-15)  (-8.43769e-15,-4.94049e-15)  (4.44089e-16,3.10862e-15)  
(-1.62093e-14,2.66454e-15)  (8.88178e-16,-4.44089e-16)  (1.5099e-14,4.44089e-16)  (-5.32907e-15,4.44089e-16)  (8.88178e-16,1.55431e-15)  (-1.24345e-14,-4.77396e-15)  (-1.33227e-15,0)  (-41.6947,0)  (-6.99441e-15,3.33067e-15)  (-1.72085e-15,-2.44249e-15)  (4.44089e-16,1.13798e-15)  (-1.44329e-15,-6.66134e-16)  (-1.33227e-15,3.77476e-15)  (2.22045e-15,3.33067e-15)  (3.38618e-15,-4.88498e-15)  (7.04992e-15,6.66134e-16)  (1.17684e-14,5.32907e-15)  (-5.55112e-17,3.10862e-15)  (3.55271e-15,-1.33227e-15)  (-8.88178e-16,3.10862e-15)  (-5.32907e-15,2.33147e-15)  (3.10862e-15,-1.77636e-15)  (-6.21725e-15,1.77636e-15)  (1.77636e-15,3.55271e-15)  (-4.44089e-15,-4.44089e-15)  (-3.33067e-15,-2.22045e-15)  (6.66134e-16,-3.10862e-15)  (-4.05231e-15,6.14786e-15)  (2.13163e-14,-2.22045e-15)  (-8.88178e-16,1.33227e-15)  (3.55271e-15,2.66454e-15)  (3.10862e-15,3.71925e-15)  
(1.11022e-15,-4.77396e-15)  (5.77316e-15,-1.44329e-15)  (3.33067e-16,-8.88178e-16)  (2.22045e-15,1.94289e-15)  (-6.245e-15,9.15934e-16)  (-3.9968e-15,3.05311e-15)  (1.88738e-15,2.55351e-15)  (-9.04832e-15,-1.69309e-15)  (-22.5505,0)  (-2.44249e-15,-2.88658e-15)  (-7.32747e-15,-5.10703e-15)  (-1.9984e-15,2.66454e-15)  (4.88498e-15,-3.33067e-16)  (-1.9984e-15,1.33227e-15)  (3.55271e-15,4.88498e-15)  (-6.66134e-16,-3.33067e-16)  (-2.88658e-15,8.88178e-16)  (-3.11556e-15,3.55271e-15)  (1.9984e-15,-8.32667e-16)  (2.16493e-15,4.44089e-15)  (5.10703e-15,-2.22045e-16)  (-8.88178e-15,8.88178e-16)  (-2.22045e-16,1.33227e-15)  (-5.64826e-15,-1.33227e-15)  (-1.11022e-15,-6.21725e-15)  (4.44089e-16,-5.27356e-16)  (-5.32907e-15,1.33227e-15)  (4.66294e-15,-2.88658e-15)  (4.88498e-15,-3.05311e-15)  (2.31759e-15,-1.55431e-15)  (3.55271e-15,4.77396e-15)  (6.43929e-15,3.83027e-15)  
(-9.76996e-15,1.80411e-15)  (1.00475e-14,3.21965e-15)  (4.88498e-15,-6.88338e-15)  (4.10783e-15,2.498e-15)  (-1.18794e-14,4.66294e-15)  (1.38778e-15,2.94209e-15)  (4.32987e-15,3.60822e-15)  (-1.4988e-15,5.71765e-15)  (-3.55271e-15,-1.11022e-15)  (-21.6921,-1.55431e-15)  (1.11022e-15,4.44089e-16)  (-3.33067e-16,-1.77636e-15)  (3.02536e-15,-8.88178e-16)  (1.01585e-14,-1.60982e-15)  (-1.77636e-15,1.55431e-15)  (1.9984e-15,2.66454e-15)  (-4.44089e-15,1.11022e-15)  (1.77636e-15,-2.44249e-15)  (7.21645e-15,4.32987e-15)  (5.57887e-15,3.02536e-15)  (-7.10543e-15,-1.9984e-15)  (-1.24345e-14,6.66134e-16)  (-6.66134e-16,4.44089e-16)  (-6.21725e-15,-2.66454e-15)  (-1.77636e-15,2.77556e-16)  (6.55032e-15,6.66134e-15)  (-1.57652e-14,-4.88498e-15)  (-9.54792e-15,2.72005e-15)  (-9.21485e-15,-1.94289e-15)  (-1.77636e-15,-1.27676e-15)  (7.32747e-15,1.16573e-15)  (-1.55431e-15,7.41074e-15)  
