(-9.4369e-16,9.99201e-16)  (3.33067e-16,8.21565e-15)  (-1.38778e-15,-2.77556e-17)  (-2.34535e-15,3.10862e-15)  (-4.32987e-15,1.66533e-15)  (7.93809e-15,-8.29892e-15)  (-6.32827e-15,3.02536e-15)  (-1.11022e-15,-2.18575e-15)  (-5.21805e-15,5.32907e-15)  (3.88578e-15,-2.55351e-15)  (-17.8616,-1.55431e-15)  (3.55271e-15,7.77156e-16)  (3.10862e-15,-3.33067e-16)  (2.88658e-15,8.88178e-16)  (-1.60982e-15,2.22045e-15)  (-5.21805e-15,2.66454e-15)  (1.55431e-15,-2.9976e-15)  (-4.77396e-15,1.45717e-15)  (-2.88658e-15,2.77556e-15)  (4.88498e-15,-5.55112e-15)  (-8.88178e-16,-4.996e-15)  (-8.88178e-16,-1.69309e-15)  (2.72005e-15,-2.30371e-15)  (-1.38778e-16,1.94983e-15)  (-1.11022e-16,2.60902e-15)  (-3.71925e-15,8.32667e-17)  (-8.88178e-16,-3.77476e-15)  (7.32747e-15,1.47105e-15)  (9.32587e-15,-2.77556e-16)  (-5.9952e-15,6.93889e-16)  (-1.91513e-15,2.69229e-15)  (8.18789e-16,-2.90219e-15)  
(-3.33067e-16,-2.33147e-15)  (-2.77556e-15,1.66533e-16)  (3.9968e-15,3.2474e-15)  (-1.38778e-15,1.05471e-15)  (5.27356e-16,1.72085e-15)  (-2.27596e-15,3.16414e-15)  (-1.95677e-15,-9.29812e-16)  (7.21645e-16,3.88578e-16)  (-6.66134e-16,-2.77556e-15)  (4.44089e-16,3.33067e-16)  (4.44089e-15,-8.88178e-16)  (-17.5628,-1.77636e-15)  (-1.44329e-15,-3.9968e-15)  (4.88498e-15,6.43929e-15)  (2.16493e-15,-6.21725e-15)  (-1.11022e-16,8.88178e-16)  (2.77556e-15,8.88178e-16)  (-2.94209e-15,-5.32907e-15)  (0,-2.77556e-16)  (-3.21965e-15,2.22045e-16)  (1.11022e-15,-1.33227e-15)  (-5.32907e-15,4.44089e-16)  (-6.10623e-16,-2.16493e-15)  (2.44249e-15,2.66454e-15)  (2.16493e-15,3.08087e-15)  (-6.66134e-16,1.6584e-15)  (-1.43635e-15,3.33067e-16)  (1.33227e-15,-2.66454e-15)  (3.88578e-15,-8.32667e-16)  (2.22045e-16,2.33147e-15)  (1.249e-16,2.81719e-15)  (-5.16254e-15,1.80411e-15)  
(1.94289e-14,4.44089e-16)  (-7.38298e-15,-1.30451e-15)  (-8.88178e-16,0)  (-1.66533e-15,-3.33067e-16)  (6.21725e-15,-3.84415e-15)  (6.71685e-15,-1.16573e-15)  (3.88578e-16,4.996e-16)  (-1.16573e-15,-1.51268e-15)  (2.88658e-15,-7.21645e-16)  (6.27276e-15,-4.44089e-16)  (3.55271e-15,7.77156e-16)  (2.22045e-16,3.55271e-15)  (-15.0127,0)  (-5.55112e-15,2.22045e-16)  (-4.30211e-16,2.41474e-15)  (3.77476e-15,3.55271e-15)  (-1.33227e-14,4.05231e-15)  (-5.32907e-15,1.77636e-15)  (-7.43849e-15,-5.27356e-16)  (-2.77556e-15,-2.88658e-15)  (-4.44089e-16,1.77636e-15)  (-6.16174e-15,9.71445e-16)  (7.07767e-15,-2.10942e-15)  (6.66134e-16,2.88658e-15)  (4.19803e-15,-4.58661e-15)  (-6.60583e-15,-1.44329e-15)  (1.11022e-16,2.88658e-15)  (2.9976e-15,7.77156e-16)  (-6.71685e-15,4.02803e-15)  (9.99201e-15,6.66134e-16)  (-3.88578e-16,-9.64506e-16)  (1.55431e-15,-4.38538e-15)  
(1.11022e-14,1.56819e-15)  (-9.4369e-15,3.33067e-15)  (7.10543e-15,-2.35922e-15)  (-5.66214e-15,-1.94289e-16)  (5.16254e-15,4.30211e-16)  (-6.02296e-15,-1.65146e-15)  (7.71605e-15,-5.13478e-16)  (9.99201e-16,-4.996e-16)  (8.88178e-16,-1.77636e-15)  (9.21485e-15,-1.05471e-15)  (2.44249e-15,1.33227e-15)  (1.77636e-15,-5.32907e-15)  (-2.88658e-15,3.21965e-15)  (-14.0231,-4.44089e-16)  (1.66533e-15,-1.22125e-15)  (2.81025e-15,6.66134e-16)  (-9.76996e-15,2.66454e-15)  (-2.88658e-15,1.77636e-15)  (-6.4948e-15,-3.21965e-15)  (-5.9952e-15,8.88178e-16)  (-2.00881e-15,2.498e-16)  (-6.66134e-15,3.10862e-15)  (8.21565e-15,1.9984e-15)  (1.9984e-15,-1.41553e-15)  (-2.55351e-15,-1.77636e-15)  (-6.27276e-15,-7.21645e-16)  (-5.44009e-15,1.60982e-15)  (-1.77636e-15,1.29063e-15)  (-9.88098e-15,-4.27436e-15)  (7.43849e-15,-5.9952e-15)  (-1.77636e-15,-7.49401e-16)  (7.85483e-15,-6.80012e-16)  
(1.66533e-15,-5.21805e-15)  (-1.29063e-15,-9.15934e-15)  (-1.33227e-15,2.44249e-15)  (-1.60982e-15,2.22045e-16)  (3.53884e-16,1.38778e-15)  (1.66533e-16,2.44249e-15)  (-8.32667e-17,3.88578e-15)  (3.64986e-15,5.88418e-15)  (3.55271e-15,1.9984e-15)  (-2.10942e-15,1.11022e-16)  (2.23432e-15,-2.44249e-15)  (5.27356e-16,2.77556e-15)  (-6.38378e-16,-3.85803e-15)  (-9.99201e-16,3.9968e-15)  (-11.039,-1.44329e-15)  (-3.77476e-15,-8.88178e-16)  (3.21965e-15,0)  (3.88578e-16,-2.60902e-15)  (1.77636e-15,-5.10703e-15)  (1.11022e-16,-1.44329e-15)  (1.33227e-15,-2.88658e-15)  (-2.22045e-15,2.66454e-15)  (2.10942e-15,-1.11022e-15)  (-3.88578e-16,-3.33067e-15)  (1.16573e-15,-1.9984e-15)  (5.55112e-16,-3.55271e-15)  (-1.22125e-15,0)  (6.66134e-16,-1.19349e-14)  (3.33067e-16,-3.83374e-15)  (-2.44249e-15,3.33067e-16)  (-4.57967e-16,-1.80411e-15)  (2.33147e-15,-5.77316e-15)  
(3.10862e-15,1.63758e-15)  (-3.88578e-15,3.94129e-15)  (3.05311e-15,-6.16174e-15)  (-2.02616e-15,9.99201e-16)  (3.05311e-15,3.52496e-15)  (1.67921e-15,5.82867e-15)  (-2.52576e-15,-4.55191e-15)  (8.04912e-16,4.66294e-15)  (-2.33147e-15,8.88178e-16)  (-1.22125e-15,3.10862e-15)  (8.32667e-16,-1.55431e-15)  (1.27676e-15,3.55271e-15)  (1.44329e-15,-3.9968e-15)  (1.89085e-15,6.10623e-16)  (-1.60982e-15,4.44089e-16)  (-9.90274,-1.6237e-15)  (2.22045e-15,-4.16334e-15)  (3.77476e-15,-6.38378e-16)  (1.38778e-15,7.21645e-16)  (-3.19189e-15,-1.44329e-15)  (-4.44089e-16,6.66134e-15)  (-5.92061e-15,-1.47105e-15)  (5.10703e-15,-7.77156e-16)  (1.16573e-15,-1.44329e-15)  (-3.10862e-15,1.55431e-15)  (-7.70217e-16,4.85723e-15)  (1.44329e-15,-1.9984e-15)  (4.56579e-15,4.66294e-15)  (-9.99201e-16,1.55431e-15)  (1.31839e-15,6.66134e-16)  (1.20737e-15,-4.66294e-15)  (1.66533e-16,-1.59595e-15)  
(4.27436e-15,-4.05231e-15)  (2.43972e-14,-1.11022e-16)  (3.4972e-15,1.66533e-16)  (1.09079e-14,3.9968e-15)  (5.21805e-15,3.96905e-15)  (4.21885e-15,1.47105e-15)  (4.55191e-15,-3.35842e-15)  (1.0103e-14,-7.21645e-16)  (-4.05231e-15,-2.10942e-15)  (-8.21565e-15,-3.91354e-15)  (1.77636e-15,1.33227e-15)  (-4.16334e-16,-1.27676e-15)  (-1.56541e-14,-1.38778e-15)  (-1.28786e-14,-4.44089e-16)  (3.88578e-15,-1.55431e-15)  (1.77636e-15,3.88578e-15)  (-6.78352,-2.38698e-15)  (-6.4948e-15,2.83107e-15)  (-1.18794e-14,-1.83187e-15)  (-8.65974e-15,1.44329e-15)  (3.98293e-15,-1.66533e-15)  (2.83107e-15,-6.88338e-15)  (2.55351e-15,1.11022e-16)  (-1.48492e-15,1.52656e-15)  (1.77636e-15,-1.7486e-15)  (-4.4964e-15,-1.11022e-16)  (-4.8711e-15,7.21645e-16)  (5.10703e-15,-4.03844e-15)  (1.22125e-15,3.05311e-15)  (-6.10623e-15,7.21645e-16)  (5.55112e-16,-1.40513e-16)  (5.14866e-15,-1.05471e-15)  
(-4.16334e-17,9.4369e-16)  (8.32667e-15,-5.55112e-17)  (3.60822e-15,5.55112e-17)  (6.99441e-15,-6.52256e-16)  (2.16493e-15,-2.83107e-15)  (-8.75688e-15,3.88578e-16)  (3.33761e-15,6.93889e-16)  (2.22045e-15,-1.81799e-15)  (-7.06553e-15,-1.11022e-16)  (8.88178e-16,8.32667e-16)  (-5.13478e-15,-2.74086e-16)  (1.47105e-15,4.77396e-15)  (-9.10383e-15,-2.22045e-15)  (-1.97065e-15,2.88658e-15)  (-1.30451e-15,4.69069e-15)  (2.66454e-15,-1.3739e-15)  (-6.52256e-15,-3.44169e-15)  (-5.71558,-2.77556e-15)  (-4.996e-15,4.77396e-15)  (-4.1564e-15,-1.11022e-16)  (4.22058e-15,-2.9976e-15)  (-2.12851e-15,-3.88578e-16)  (-3.08087e-15,-2.05391e-15)  (8.65974e-15,2.77556e-15)  (3.05311e-15,1.50574e-15)  (-2.16493e-15,4.44089e-15)  (-6.69603e-16,8.46545e-16)  (-5.66214e-15,1.38778e-15)  (-1.88738e-15,-8.04912e-16)  (2.41474e-15,3.33067e-16)  (-1.77636e-15,-2.68882e-17)  (-2.69229e-15,-9.71445e-17)  
(2.2829e-15,-4.84335e-15)  (7.78023e-15,2.02269e-15)  (7.30666e-15,8.46545e-15)  (-9.21138e-16,-7.35523e-16)  (4.71845e-15,-1.66533e-15)  (3.98293e-15,2.33147e-15)  (7.28584e-17,4.97345e-15)  (3.72619e-15,-2.66107e-15)  (8.39606e-16,4.33681e-17)  (7.67268e-15,-1.42941e-15)  (-1.8735e-16,-3.747e-15)  (5.05151e-15,-2.68188e-15)  (-5.68989e-15,4.38885e-16)  (-4.26048e-15,1.91513e-15)  (4.12864e-15,3.06699e-15)  (-2.63678e-15,-1.58207e-15)  (-9.90874e-15,4.71845e-16)  (-3.44169e-15,-4.66294e-15)  (1.09012,-6.38378e-16)  (-7.29972e-15,3.05311e-15)  (-2.18228e-15,-9.22873e-16)  (2.7478e-15,-1.24206e-15)  (7.58855e-15,-3.57353e-15)  (5.30825e-16,1.58207e-15)  (5.74193e-15,5.18682e-15)  (-2.34535e-15,-5.96745e-16)  (-3.84415e-15,3.73312e-15)  (-4.14946e-15,1.97758e-15)  (-2.43902e-15,-2.7877e-15)  (4.71845e-15,-3.40006e-15)  (4.9509e-15,-1.88738e-15)  (-5.20417e-15,-8.58688e-16)  
(8.67015e-15,-3.1225e-16)  (1.39333e-14,1.94809e-15)  (-2.48412e-15,-5.82867e-16)  (-2.01228e-15,1.76942e-15)  (1.97065e-15,3.93262e-15)  (3.747e-15,1.37043e-15)  (-1.06026e-14,8.27463e-16)  (-3.74006e-15,-5.45744e-15)  (3.78517e-15,-2.31759e-15)  (6.53991e-15,-1.81539e-15)  (6.89726e-15,2.35922e-16)  (-1.60982e-15,2.19269e-15)  (-1.40166e-15,8.95117e-16)  (-2.30371e-15,-4.02456e-16)  (-2.27596e-15,1.44329e-15)  (-2.63678e-15,1.72085e-15)  (-7.49401e-15,-2.7478e-15)  (-4.70847e-15,-1.13798e-15)  (-6.84175e-15,-3.77476e-15)  (2.05126,-6.66134e-16)  (5.71765e-15,-1.26288e-15)  (-8.11851e-16,1.16573e-15)  (-1.76942e-16,1.85962e-15)  (2.06779e-15,2.50234e-15)  (-3.60822e-16,2.34535e-15)  (-9.16628e-15,-6.61797e-16)  (-8.67362e-16,1.8735e-15)  (6.59889e-15,-1.26288e-15)  (2.13718e-15,-3.73139e-15)  (1.33227e-15,-4.03583e-15)  (1.47105e-15,7.70217e-16)  (2.49106e-15,1.79023e-15)  
(-1.33227e-15,-8.88178e-16)  (5.55112e-16,-4.30905e-15)  (2.9976e-15,-2.77556e-17)  (4.04538e-15,-6.38378e-16)  (-6.38378e-16,-4.32987e-15)  (2.24126e-15,-3.44169e-15)  (-6.32827e-15,-2.66454e-15)  (-7.77156e-16,-4.08007e-15)  (3.77476e-15,8.88178e-16)  (-8.43769e-15,-3.33067e-16)  (7.77156e-16,3.77476e-15)  (4.44089e-16,-1.33227e-15)  (2.22045e-16,3.21965e-15)  (-2.94036e-15,-6.10623e-16)  (1.9984e-15,2.44249e-15)  (1.11022e-15,-2.94209e-15)  (2.26208e-15,8.88178e-16)  (3.87884e-15,1.77636e-15)  (-1.55431e-15,-1.77636e-15)  (3.44169e-15,2.92821e-15)  (9.78767,2.44249e-15)  (-3.08087e-15,5.55112e-16)  (1.33227e-15,-3.60822e-16)  (-5.66214e-15,1.60982e-15)  (3.88578e-15,-2.22045e-16)  (3.21965e-15,2.55351e-15)  (-3.88578e-15,-1.44329e-15)  (-4.55191e-15,6.16174e-15)  (-4.32987e-15,-1.22125e-15)  (-1.9984e-15,1.33227e-15)  (-5.32907e-15,-2.498e-15)  (6.32827e-15,-2.08167e-15)  
(-1.17961e-15,-4.32987e-15)  (4.77396e-15,3.88578e-16)  (2.9976e-15,-4.44089e-16)  (9.21485e-15,4.16334e-17)  (4.88498e-15,1.22125e-15)  (3.16414e-15,4.996e-15)  (-5.10703e-15,-2.08167e-15)  (7.21645e-16,3.9968e-15)  (-8.88178e-15,-2.33147e-15)  (-1.14353e-14,-2.22045e-16)  (-1.55431e-15,8.46545e-16)  (-2.60902e-15,-2.9976e-15)  (-6.55032e-15,8.60423e-16)  (-6.77236e-15,-3.33067e-16)  (-5.55112e-16,1.44329e-15)  (-3.64986e-15,5.44009e-15)  (2.22045e-16,5.77316e-15)  (-1.7486e-15,1.44329e-15)  (2.91434e-15,2.13718e-15)  (-3.88578e-16,1.11022e-16)  (-2.88658e-15,2.38698e-15)  (12.1454,9.99201e-16)  (-1.11022e-16,-5.55112e-16)  (-1.45023e-15,3.27516e-15)  (2.44249e-15,-3.21965e-15)  (5.88418e-15,3.9968e-15)  (-5.44009e-15,-2.83107e-15)  (-5.21805e-15,-3.88578e-16)  (-8.32667e-15,3.77476e-15)  (-3.05311e-16,-1.33227e-15)  (-5.9952e-15,-1.83187e-15)  (3.07393e-15,1.26288e-15)  
(-9.99201e-15,-9.29812e-16)  (-2.22045e-16,-8.88178e-16)  (-1.11022e-16,-1.9984e-15)  (4.44089e-16,2.22045e-15)  (-6.1201e-15,9.99201e-16)  (5.82867e-15,1.44329e-15)  (-1.13798e-15,2.44249e-15)  (-7.99361e-15,-3.77476e-15)  (-6.66134e-16,-3.9968e-15)  (0,-3.33067e-15)  (4.05231e-15,-1.94289e-15)  (-1.08247e-15,-7.21645e-16)  (9.25648e-15,-1.44329e-15)  (8.43769e-15,-4.88498e-15)  (-4.44089e-16,1.11022e-15)  (0,2.88658e-15)  (3.9968e-15,-1.44329e-15)  (-1.38778e-15,0)  (7.09155e-15,3.21965e-15)  (1.16573e-15,-1.22125e-15)  (1.55431e-15,-1.33227e-15)  (0,-1.11022e-16)  (17.509,2.04697e-15)  (-2.88658e-15,-9.71445e-17)  (8.77076e-15,4.66294e-15)  (7.77156e-15,1.77636e-15)  (-1.27676e-14,-2.66454e-15)  (7.77156e-16,-1.72085e-15)  (-1.33227e-15,4.10783e-15)  (9.76996e-15,-2.33147e-15)  (5.9952e-15,0)  (2.88658e-15,-2.27596e-15)  
