(0,0)
(0,0)
(0,0)
(0,0)
(-0.274392,0.654918)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-9.37937,-17.4794)
(0,0)
(-18.4153,-62.5835)
(0,0)
(-8.25636,4.47419)
(0,0)
(-3.04958,-31.8869)
(0,0)
(0,0)
(0,0)
(54.7354,21.2828)
(-0.24469,-0.384866)
(-0.379605,0.562089)
(0,0)
(0.472024,-1.03505)
(0,0)
(-4.03335,-0.509616)
(-0.0312942,0.247678)
(8.87518,4.27047)
(0,0)
(-4.13782,-2.88376)
(0.136042,-1.0767)




(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.239659,0.668411)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-9.37937,-17.4794)
(0,0)
(-18.4153,-62.5835)
(0,0)
(-6.80295,4.04652)
(0,0)
(-3.14153,-32.0117)
(0,0)
(0,0)
(-0.440328,0.118769)
(54.7493,21.2468)
(0,0)
(-0.0993708,0.670947)
(0,0)
(0.350457,-1.08227)
(0.0312942,-0.247678)
(-4.03335,-0.509616)
(0,0)
(9.03791,4.12251)
(0.136042,-1.0767)
(-4.67677,-1.88823)




(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0.220288,-0.544028)
(0,0)
(0,0)
(0,0)
(-0.695177,-17.5812)
(0,0)
(-9.54441,-30.7876)
(0,0)
(-7.12848,-1.08068)
(0,0)
(2.29605,-17.4837)
(0,0)
(-4.52947,2.65375)
(0,0)
(-2.20687,5.83765)
(0,0)
(-25.0848,-9.97369)
(0,0)
(5.68269,2.67235)
(0,0)
(2.13708,-16.9139)
(0,0)
(37.3596,11.2239)
(0,0)
(-2.95351,5.60638)
(0,0)




(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0.204719,-0.550075)
(0,0)
(0,0)
(0,0)
(-0.681524,-17.3022)
(0,0)
(-9.58558,-32.3003)
(0,0)
(-6.53237,-1.11342)
(0,0)
(2.3553,-17.2436)
(0,0)
(-4.37478,3.18306)
(0,0)
(-2.31249,5.79662)
(0,0)
(-25.2397,-9.57496)
(0,0)
(5.99652,1.86446)
(0,0)
(2.13708,-16.9139)
(0,0)
(37.722,11.8873)
(0,0)
(-3.07978,5.53802)




(-0.274392,-0.654918)
(0,0)
(0,0)
(0,0)
(-4.70676e-16,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-4.73626,6.33071)
(0,0)
(-3.64803,0.0401377)
(0,0)
(-11.1751,-9.96048)
(0,0)
(3.88018,-2.19068)
(0,0)
(11.5517,26.0159)
(0,0)
(-1.59217,4.40746)
(0,0)
