1      1      4.13758
1      2      4.05881
1      3      3.95415
1      4      3.82647
1      5      3.68438
1      6      3.53777
1      7      3.40126
1      8      3.27639
1      9      3.15098
1      10      3.02404
1      11      2.90881
1      12      2.81344
1      13      2.72847
1      14      2.64223
1      15      2.55655
1      16      2.48033
1      17      2.41457
1      18      2.34779
1      19      2.26422
1      20      2.1652
1      21      2.07234
1      22      1.98316
1      23      1.88313
1      24      1.7817
1      25      1.69783
1      26      1.62404
1      27      1.5418
1      28      1.44772
1      29      1.33721
1      30      1.1939
1      31      1.02196
1      32      0.847959
1      33      0.68188
1      34      0.519143
1      35      0.387047
1      36      0.37462
1      37      0.494608
1      38      0.655943
1      39      0.821332
1      40      0.994036
1      41      1.16804
1      42      1.31711
1      43      1.43173
1      44      1.52769
1      45      1.61189
1      46      1.68608
1      47      1.76709
1      48      1.8666
1      49      1.96822
1      50      2.0585
1      51      2.14977
1      52      2.24911
1      53      2.33604
1      54      2.40452
1      55      2.46942
1      56      2.54371
1      57      2.62845
1      58      2.71507
1      59      2.79974
1      60      2.89248
1      61      3.00468
1      62      3.13081
1      63      3.25689
1      64      3.38105
1      65      3.51524
1      66      3.66118
1      67      3.80482
1      68      3.93525
1      69      4.04416
1      70      4.12667
1      71      4.07279
1      72      3.97248
1      73      3.84775
1      74      3.70745
1      75      3.56058
1      76      3.42179
1      77      3.29585
1      78      3.17109
1      79      3.04371
1      80      2.92567
1      81      2.82741
1      82      2.7418
1      83      2.65602
1      84      2.56964
1      85      2.49154
1      86      2.4246
1      87      2.3591
1      88      2.27888
1      89      2.18088
1      90      2.08631
1      91      1.99777
1      92      1.89959
1      93      1.79682
1      94      1.70986
1      95      1.63592
1      96      1.55562
1      97      1.46334
1      98      1.35644
1      99      1.21898
1      100      1.04988
1      101      0.874826
1      102      0.707838
1      103      0.544263
1      104      0.402612
1      105      0.365786
1      106      0.470918
1      107      0.630025
1      108      0.794916
1      109      0.966207
1      110      1.14151
1      111      1.29608
1      112      1.41532
1      113      1.51329
1      114      1.59945
1      115      1.6745
1      116      1.75303
1      117      1.85011
1      118      1.95292
1      119      2.04469
1      120      2.13462
1      121      2.23362
1      122      2.32378
1      123      2.39439
1      124      2.45877
1      125      2.53116
1      126      2.61469
1      127      2.70159
1      128      2.78623
1      129      2.87669
1      130      2.98569
1      131      3.1106
1      132      3.2373
1      133      3.36112
1      134      3.49304
1      135      3.6379
1      136      3.78283
1      137      3.91583
1      138      4.02882
1      139      4.11518
1      140      4.08616
1      141      3.99017
1      142      3.86866
1      143      3.73034
1      144      3.58362
1      145      3.4427
1      146      3.31531
1      147      3.19108
1      148      3.0636
1      149      2.94308
1      150      2.8417
1      151      2.75509
1      152      2.66977
1      153      2.58296
1      154      2.50305
1      155      2.43469
1      156      2.37001
1      157      2.293
1      158      2.19671
1      159      2.10047
1      160      2.01208
1      161      1.91589
1      162      1.81239
1      163      1.72226
1      164      1.6476
1      165      1.56914
1      166      1.47865
1      167      1.37488
1      168      1.2432
1      169      1.07769
1      170      0.901946
1      171      0.733837
1      172      0.569764
1      173      0.420819
1      174      0.360908
1      175      0.448396
1      176      0.604148
1      177      0.768675
1      178      0.938542
1      179      1.11444
1      180      1.27408
1      181      1.3984
1      182      1.49864
1      183      1.58669
1      184      1.663
1      185      1.73951
1      186      1.83378
1      187      1.93727
1      188      2.03082
1      189      2.11979
1      190      2.21789
1      191      2.31098
1      192      2.38411
1      193      2.44834
1      194      2.51891
1      195      2.60102
1      196      2.68802
1      197      2.77285
1      198      2.8614
1      199      2.96712
1      200      3.09042
2      1      4.05673
2      2      3.97149
2      3      3.86329
2      4      3.73517
2      5      3.59111
2      6      3.44446
2      7      3.31216
2      8      3.1908
2      9      3.06533
2      10      2.93892
2      11      2.82923
2      12      2.74134
2      13      2.66005
2      14      2.57487
2      15      2.49312
2      16      2.42518
2      17      2.36748
2      18      2.30474
2      19      2.22124
2      20      2.12334
2      21      2.0338
2      22      1.94177
2      23      1.83679
2      24      1.73935
2      25      1.66557
2      26      1.598
2      27      1.51928
2      28      1.43171
2      29      1.32852
2      30      1.18962
2      31      1.02387
2      32      0.857827
2      33      0.692682
2      34      0.521841
2      35      0.383799
2      36      0.372407
2      37      0.486539
2      38      0.64121
2      39      0.809627
2      40      0.99087
